air={time=31/08/2023 21:56:00, station=1, temperature=26.4, moisture=98.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=193, pm25=1.4, pm10=5.9, co=2, nox=0, so2=0}, water={time=31/08/2023 21:56:00, station=2, ph=8.5, DO=3.8, temperature=27.7, salinity=116.2}, earth={time=31/08/2023 21:56:00, station=3, temperature=28.7, moisture=27.2, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 16:29:00, station=1, temperature=29.0, moisture=82.0, light=267, total_rainfall=3176.4, rainfall=0, wind_direction=97, pm25=1.6, pm10=5.1, co=5, nox=0, so2=0}, water={time=24/08/2023 16:29:00, station=2, ph=8.4, DO=3.5, temperature=31.3, salinity=114.3}, earth={time=24/08/2023 16:29:00, station=3, temperature=27.2, moisture=28.6, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 14:43:00, station=1, temperature=33.9, moisture=70.3, light=3201, total_rainfall=3176.4, rainfall=0, wind_direction=124, pm25=1.1, pm10=1.9, co=6, nox=0, so2=0}, water={time=24/08/2023 14:43:00, station=2, ph=8.3, DO=3.5, temperature=30.9, salinity=115.3}, earth={time=24/08/2023 14:43:00, station=3, temperature=27.3, moisture=28.8, ph=12.4, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 07:26:00, station=1, temperature=28.7, moisture=95.0, light=535, total_rainfall=3176.4, rainfall=0, wind_direction=184, pm25=1.1, pm10=1.7, co=2, nox=0, so2=0}, water={time=24/08/2023 07:26:00, station=2, ph=8.3, DO=3.9, temperature=27.5, salinity=113.9}, earth={time=24/08/2023 07:26:00, station=3, temperature=27.4, moisture=27.0, ph=12.8, salinity=8.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 06:06:00, station=1, temperature=25.9, moisture=100.0, light=57, total_rainfall=3176.4, rainfall=0, wind_direction=126, pm25=1.9, pm10=2.9, co=1, nox=0, so2=0}, water={time=24/08/2023 06:06:00, station=2, ph=8.4, DO=3.9, temperature=27.6, salinity=113.7}, earth={time=24/08/2023 06:06:00, station=3, temperature=27.4, moisture=27.0, ph=12.1, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 05:13:00, station=1, temperature=25.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=157, pm25=0.9, pm10=1.3, co=1, nox=0, so2=0}, water={time=24/08/2023 05:13:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=114.0}, earth={time=24/08/2023 05:13:00, station=3, temperature=27.4, moisture=27.0, ph=12.4, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 03:19:00, station=1, temperature=25.7, moisture=99.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=298, pm25=1.1, pm10=2.5, co=1, nox=0, so2=0}, water={time=24/08/2023 03:19:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.7}, earth={time=24/08/2023 03:19:00, station=3, temperature=27.5, moisture=27.1, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 00:32:00, station=1, temperature=25.9, moisture=98.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=1.1, pm10=2.3, co=2, nox=0, so2=0}, water={time=24/08/2023 00:32:00, station=2, ph=8.4, DO=3.8, temperature=28.8, salinity=115.2}, earth={time=24/08/2023 00:32:00, station=3, temperature=27.5, moisture=27.3, ph=12.3, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 19:09:00, station=1, temperature=28.0, moisture=90.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=94, pm25=1.1, pm10=2.0, co=3, nox=0, so2=0}, water={time=23/08/2023 19:09:00, station=2, ph=8.4, DO=3.7, temperature=30.7, salinity=114.1}, earth={time=23/08/2023 19:09:00, station=3, temperature=27.6, moisture=28.0, ph=12.3, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 18:35:00, station=1, temperature=28.5, moisture=88.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=112, pm25=7.1, pm10=11.4, co=3, nox=0, so2=0}, water={time=23/08/2023 18:35:00, station=2, ph=8.4, DO=3.6, temperature=30.9, salinity=114.1}, earth={time=23/08/2023 18:35:00, station=3, temperature=27.6, moisture=28.1, ph=11.8, salinity=7.9, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 17:24:00, station=1, temperature=29.9, moisture=81.7, light=127, total_rainfall=3176.4, rainfall=0, wind_direction=93, pm25=0.6, pm10=0.6, co=4, nox=0, so2=0}, water={time=23/08/2023 17:24:00, station=2, ph=8.4, DO=3.5, temperature=31.2, salinity=114.8}, earth={time=23/08/2023 17:24:00, station=3, temperature=27.7, moisture=28.3, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 15:46:00, station=1, temperature=31.9, moisture=77.5, light=638, total_rainfall=3176.4, rainfall=0, wind_direction=190, pm25=0.7, pm10=2.2, co=5, nox=0, so2=0}, water={time=23/08/2023 15:46:00, station=2, ph=8.3, DO=3.5, temperature=31.1, salinity=115.2}, earth={time=23/08/2023 15:46:00, station=3, temperature=27.8, moisture=28.6, ph=11.9, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 05:27:00, station=1, temperature=26.0, moisture=99.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=124, pm25=1.4, pm10=3.0, co=1, nox=0, so2=0}, water={time=23/08/2023 05:27:00, station=2, ph=8.4, DO=3.9, temperature=27.7, salinity=113.8}, earth={time=23/08/2023 05:27:00, station=3, temperature=28.1, moisture=27.0, ph=11.3, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 04:57:00, station=1, temperature=25.7, moisture=99.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=254, pm25=1.9, pm10=5.8, co=1, nox=0, so2=0}, water={time=23/08/2023 04:57:00, station=2, ph=8.4, DO=3.9, temperature=27.7, salinity=113.8}, earth={time=23/08/2023 04:57:00, station=3, temperature=28.1, moisture=27.0, ph=11.7, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 23:59:00, station=1, temperature=26.6, moisture=97.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=56, pm25=0.8, pm10=5.1, co=2, nox=0, so2=0}, water={time=22/08/2023 23:59:00, station=2, ph=8.4, DO=3.9, temperature=28.5, salinity=115.3}, earth={time=22/08/2023 23:59:00, station=3, temperature=28.3, moisture=27.4, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 18:04:00, station=1, temperature=28.2, moisture=93.2, light=8, total_rainfall=3176.4, rainfall=0, wind_direction=74, pm25=1.3, pm10=3.7, co=3, nox=0, so2=0}, water={time=22/08/2023 18:04:00, station=2, ph=8.4, DO=3.6, temperature=29.7, salinity=114.6}, earth={time=22/08/2023 18:04:00, station=3, temperature=29.0, moisture=27.9, ph=11.1, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 13:16:00, station=1, temperature=37.0, moisture=63.9, light=2754, total_rainfall=3176.4, rainfall=0, wind_direction=139, pm25=1.2, pm10=1.7, co=6, nox=0, so2=0}, water={time=22/08/2023 13:16:00, station=2, ph=8.4, DO=3.6, temperature=30.1, salinity=114.2}, earth={time=22/08/2023 13:16:00, station=3, temperature=28.6, moisture=28.6, ph=11.3, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=22/08/2023 08:25:00, station=1, temperature=36.0, moisture=72.0, light=578, total_rainfall=3176.4, rainfall=0, wind_direction=119, pm25=1.6, pm10=10.4, co=3, nox=0, so2=0}, water={time=22/08/2023 08:25:00, station=2, ph=8.3, DO=3.8, temperature=27.4, salinity=115.7}, earth={time=22/08/2023 08:25:00, station=3, temperature=28.9, moisture=27.2, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 05:23:00, station=1, temperature=25.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=109, pm25=1.7, pm10=5.3, co=2, nox=0, so2=0}, water={time=22/08/2023 05:23:00, station=2, ph=8.4, DO=3.9, temperature=27.0, salinity=113.3}, earth={time=22/08/2023 05:23:00, station=3, temperature=26.3, moisture=27.8, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 02:09:00, station=1, temperature=25.9, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=117, pm25=1.7, pm10=2.3, co=2, nox=0, so2=0}, water={time=22/08/2023 02:09:00, station=2, ph=8.4, DO=4.0, temperature=27.3, salinity=113.4}, earth={time=22/08/2023 02:09:00, station=3, temperature=28.2, moisture=27.0, ph=10.2, salinity=7.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 00:56:00, station=1, temperature=26.1, moisture=99.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=74, pm25=2.2, pm10=3.6, co=2, nox=0, so2=0}, water={time=22/08/2023 00:56:00, station=2, ph=8.4, DO=4.0, temperature=27.5, salinity=114.0}, earth={time=22/08/2023 00:56:00, station=3, temperature=28.3, moisture=27.1, ph=10.1, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 23:26:00, station=1, temperature=26.4, moisture=98.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=86, pm25=1.6, pm10=2.8, co=2, nox=0, so2=0}, water={time=21/08/2023 23:26:00, station=2, ph=8.4, DO=3.9, temperature=27.7, salinity=113.6}, earth={time=21/08/2023 23:26:00, station=3, temperature=28.6, moisture=27.2, ph=9.9, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 20:48:00, station=1, temperature=26.4, moisture=97.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=177, pm25=1.2, pm10=3.0, co=2, nox=0, so2=0}, water={time=21/08/2023 20:48:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.4}, earth={time=21/08/2023 20:48:00, station=3, temperature=28.9, moisture=27.3, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 19:30:00, station=1, temperature=26.3, moisture=96.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=264, pm25=1.1, pm10=1.7, co=2, nox=0, so2=0}, water={time=21/08/2023 19:30:00, station=2, ph=8.4, DO=3.9, temperature=28.3, salinity=114.8}, earth={time=21/08/2023 19:30:00, station=3, temperature=29.3, moisture=27.4, ph=10.0, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 14:04:00, station=1, temperature=30.8, moisture=85.8, light=237, total_rainfall=3176.4, rainfall=0, wind_direction=97, pm25=1.6, pm10=3.8, co=5, nox=0, so2=0}, water={time=21/08/2023 14:04:00, station=2, ph=8.3, DO=3.6, temperature=29.6, salinity=114.2}, earth={time=21/08/2023 14:04:00, station=3, temperature=24.4, moisture=28.7, ph=11.8, salinity=7.9, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=21/08/2023 13:24:00, station=1, temperature=34.7, moisture=71.0, light=856, total_rainfall=3176.4, rainfall=0, wind_direction=86, pm25=1.0, pm10=5.1, co=6, nox=0, so2=0}, water={time=21/08/2023 13:24:00, station=2, ph=8.3, DO=3.6, temperature=29.5, salinity=113.4}, earth={time=21/08/2023 13:24:00, station=3, temperature=26.6, moisture=28.6, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=21/08/2023 11:27:00, station=1, temperature=35.8, moisture=66.8, light=1594, total_rainfall=3176.4, rainfall=0, wind_direction=143, pm25=1.2, pm10=2.2, co=6, nox=0, so2=0}, water={time=21/08/2023 11:27:00, station=2, ph=8.4, DO=3.8, temperature=28.5, salinity=113.3}, earth={time=21/08/2023 11:27:00, station=3, temperature=26.7, moisture=28.2, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 04:50:00, station=1, temperature=25.2, moisture=99.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=294, pm25=2.0, pm10=4.8, co=1, nox=0, so2=0}, water={time=21/08/2023 04:50:00, station=2, ph=8.4, DO=4.0, temperature=26.7, salinity=113.1}, earth={time=21/08/2023 04:50:00, station=3, temperature=26.7, moisture=26.8, ph=12.6, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 02:49:00, station=1, temperature=25.4, moisture=99.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=63, pm25=2.0, pm10=8.7, co=1, nox=0, so2=0}, water={time=21/08/2023 02:49:00, station=2, ph=8.4, DO=4.0, temperature=27.0, salinity=113.0}, earth={time=21/08/2023 02:49:00, station=3, temperature=26.8, moisture=26.8, ph=12.6, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 22:41:00, station=1, temperature=25.6, moisture=97.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=143, pm25=0.5, pm10=0.7, co=1, nox=0, so2=0}, water={time=20/08/2023 22:41:00, station=2, ph=8.4, DO=4.0, temperature=27.9, salinity=113.7}, earth={time=20/08/2023 22:41:00, station=3, temperature=26.9, moisture=27.1, ph=12.0, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 20:45:00, station=1, temperature=25.7, moisture=97.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=230, pm25=1.0, pm10=2.4, co=1, nox=0, so2=0}, water={time=20/08/2023 20:45:00, station=2, ph=8.4, DO=3.9, temperature=28.4, salinity=115.0}, earth={time=20/08/2023 20:45:00, station=3, temperature=26.9, moisture=27.2, ph=12.3, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 19:47:00, station=1, temperature=26.1, moisture=96.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=255, pm25=1.5, pm10=3.1, co=2, nox=0, so2=0}, water={time=20/08/2023 19:47:00, station=2, ph=8.4, DO=3.9, temperature=28.7, salinity=115.1}, earth={time=20/08/2023 19:47:00, station=3, temperature=26.9, moisture=27.4, ph=12.3, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 19:24:00, station=1, temperature=26.5, moisture=94.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=194, pm25=1.5, pm10=3.2, co=2, nox=0, so2=0}, water={time=20/08/2023 19:24:00, station=2, ph=8.4, DO=3.8, temperature=28.9, salinity=114.7}, earth={time=20/08/2023 19:24:00, station=3, temperature=26.9, moisture=27.5, ph=12.3, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 18:16:00, station=1, temperature=27.1, moisture=93.4, light=1, total_rainfall=3176.4, rainfall=0, wind_direction=87, pm25=1.5, pm10=10.7, co=2, nox=0, so2=0}, water={time=20/08/2023 18:16:00, station=2, ph=8.4, DO=3.8, temperature=29.2, salinity=114.6}, earth={time=20/08/2023 18:16:00, station=3, temperature=27.0, moisture=27.7, ph=11.6, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 17:21:00, station=1, temperature=28.4, moisture=90.7, light=155, total_rainfall=3176.4, rainfall=0, wind_direction=141, pm25=1.1, pm10=5.0, co=3, nox=0, so2=0}, water={time=20/08/2023 17:21:00, station=2, ph=8.4, DO=3.6, temperature=27.0, salinity=114.7}, earth={time=20/08/2023 17:21:00, station=3, temperature=27.1, moisture=27.9, ph=11.4, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 15:31:00, station=1, temperature=31.4, moisture=80.6, light=853, total_rainfall=3176.4, rainfall=0, wind_direction=109, pm25=1.3, pm10=9.8, co=4, nox=0, so2=0}, water={time=20/08/2023 15:31:00, station=2, ph=8.4, DO=3.6, temperature=29.6, salinity=113.5}, earth={time=20/08/2023 15:31:00, station=3, temperature=27.2, moisture=28.2, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 12:52:00, station=1, temperature=34.0, moisture=72.7, light=3239, total_rainfall=3176.4, rainfall=0, wind_direction=126, pm25=0.5, pm10=0.8, co=4, nox=0, so2=0}, water={time=20/08/2023 12:52:00, station=2, ph=8.4, DO=3.7, temperature=28.4, salinity=113.2}, earth={time=20/08/2023 12:52:00, station=3, temperature=27.4, moisture=27.8, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 11:18:00, station=1, temperature=34.2, moisture=69.4, light=1909, total_rainfall=3176.4, rainfall=0, wind_direction=125, pm25=0.5, pm10=1.0, co=4, nox=0, so2=0}, water={time=20/08/2023 11:18:00, station=2, ph=8.4, DO=3.8, temperature=27.6, salinity=114.8}, earth={time=20/08/2023 11:18:00, station=3, temperature=27.5, moisture=27.5, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 10:55:00, station=1, temperature=34.5, moisture=69.6, light=1341, total_rainfall=3176.4, rainfall=0, wind_direction=80, pm25=0.8, pm10=1.4, co=3, nox=0, so2=0}, water={time=20/08/2023 10:55:00, station=2, ph=8.4, DO=3.9, temperature=27.4, salinity=114.4}, earth={time=20/08/2023 10:55:00, station=3, temperature=27.5, moisture=27.4, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 07:39:00, station=1, temperature=30.5, moisture=89.7, light=612, total_rainfall=3176.4, rainfall=0, wind_direction=139, pm25=1.5, pm10=2.3, co=1, nox=0, so2=0}, water={time=20/08/2023 07:39:00, station=2, ph=8.3, DO=4.0, temperature=25.7, salinity=114.6}, earth={time=20/08/2023 07:39:00, station=3, temperature=27.8, moisture=26.5, ph=10.2, salinity=7.1, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 07:02:00, station=1, temperature=26.0, moisture=98.9, light=207, total_rainfall=3176.4, rainfall=0, wind_direction=115, pm25=1.3, pm10=2.5, co=1, nox=0, so2=0}, water={time=20/08/2023 07:02:00, station=2, ph=8.4, DO=4.1, temperature=25.6, salinity=114.3}, earth={time=20/08/2023 07:02:00, station=3, temperature=27.8, moisture=26.4, ph=10.5, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=20/08/2023 06:44:00, station=1, temperature=25.6, moisture=99.7, light=187, total_rainfall=3176.4, rainfall=0, wind_direction=190, pm25=1.3, pm10=2.7, co=1, nox=0, so2=0}, water={time=20/08/2023 06:44:00, station=2, ph=8.4, DO=4.0, temperature=25.6, salinity=114.2}, earth={time=20/08/2023 06:44:00, station=3, temperature=27.9, moisture=26.4, ph=10.4, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 22:41:00, station=1, temperature=25.3, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=109, pm25=0.8, pm10=2.0, co=1, nox=0, so2=0}, water={time=19/08/2023 22:41:00, station=2, ph=8.4, DO=4.0, temperature=26.3, salinity=113.3}, earth={time=19/08/2023 22:41:00, station=3, temperature=28.5, moisture=26.5, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 21:16:00, station=1, temperature=24.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=197, pm25=0.9, pm10=2.6, co=1, nox=0, so2=0}, water={time=19/08/2023 21:16:00, station=2, ph=8.4, DO=4.0, temperature=26.5, salinity=113.2}, earth={time=19/08/2023 21:16:00, station=3, temperature=29.6, moisture=26.5, ph=10.4, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 20:30:00, station=1, temperature=24.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=266, pm25=1.0, pm10=5.1, co=1, nox=0, so2=0}, water={time=19/08/2023 20:30:00, station=2, ph=8.4, DO=4.0, temperature=26.8, salinity=112.6}, earth={time=19/08/2023 20:30:00, station=3, temperature=29.6, moisture=26.5, ph=10.5, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 20:17:00, station=1, temperature=24.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=139, pm25=1.2, pm10=1.8, co=1, nox=0, so2=0}, water={time=19/08/2023 20:17:00, station=2, ph=8.4, DO=4.0, temperature=26.9, salinity=113.0}, earth={time=19/08/2023 20:17:00, station=3, temperature=29.7, moisture=26.5, ph=10.5, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 18:24:00, station=1, temperature=25.0, moisture=97.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=207, pm25=1.0, pm10=3.3, co=1, nox=0, so2=0}, water={time=19/08/2023 18:24:00, station=2, ph=8.4, DO=4.0, temperature=27.4, salinity=113.0}, earth={time=19/08/2023 18:24:00, station=3, temperature=27.7, moisture=26.6, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 16:03:00, station=1, temperature=25.2, moisture=100.0, light=52, total_rainfall=3176.4, rainfall=0, wind_direction=114, pm25=1.3, pm10=4.7, co=1, nox=0, so2=0}, water={time=19/08/2023 16:03:00, station=2, ph=8.4, DO=3.9, temperature=28.3, salinity=114.5}, earth={time=19/08/2023 16:03:00, station=3, temperature=28.7, moisture=26.7, ph=10.7, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 14:32:00, station=1, temperature=25.2, moisture=100.0, light=135, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=0.5, pm10=0.5, co=1, nox=0, so2=0}, water={time=19/08/2023 14:32:00, station=2, ph=8.4, DO=3.8, temperature=29.0, salinity=114.6}, earth={time=19/08/2023 14:32:00, station=3, temperature=40.9, moisture=26.2, ph=11.1, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 14:21:00, station=1, temperature=25.1, moisture=100.0, light=150, total_rainfall=3176.4, rainfall=0, wind_direction=96, pm25=0.5, pm10=0.8, co=1, nox=0, so2=0}, water={time=19/08/2023 14:21:00, station=2, ph=8.4, DO=3.8, temperature=29.1, salinity=114.5}, earth={time=19/08/2023 14:21:00, station=3, temperature=43.6, moisture=26.1, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 13:59:00, station=1, temperature=25.2, moisture=100.0, light=153, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=0.8, pm10=1.6, co=2, nox=0, so2=0}, water={time=19/08/2023 13:59:00, station=2, ph=8.4, DO=3.7, temperature=29.4, salinity=114.4}, earth={time=19/08/2023 13:59:00, station=3, temperature=46.5, moisture=26.4, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 12:36:00, station=1, temperature=33.7, moisture=71.8, light=957, total_rainfall=3176.4, rainfall=0, wind_direction=138, pm25=1.4, pm10=4.2, co=6, nox=0, so2=0}, water={time=19/08/2023 12:36:00, station=2, ph=8.4, DO=3.5, temperature=30.5, salinity=114.8}, earth={time=19/08/2023 12:36:00, station=3, temperature=16.9, moisture=29.1, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=19/08/2023 09:52:00, station=1, temperature=35.1, moisture=72.0, light=1041, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=1.3, pm10=2.3, co=4, nox=0, so2=0}, water={time=19/08/2023 09:52:00, station=2, ph=8.3, DO=3.7, temperature=29.0, salinity=112.4}, earth={time=19/08/2023 09:52:00, station=3, temperature=16.9, moisture=28.4, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 07:01:00, station=1, temperature=27.3, moisture=98.5, light=169, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=1.0, pm10=3.3, co=2, nox=0, so2=0}, water={time=19/08/2023 07:01:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.6}, earth={time=19/08/2023 07:01:00, station=3, temperature=17.0, moisture=27.8, ph=15.6, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 05:40:00, station=1, temperature=26.4, moisture=100.0, light=1, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=1.0, pm10=1.8, co=2, nox=0, so2=0}, water={time=19/08/2023 05:40:00, station=2, ph=8.4, DO=3.9, temperature=27.8, salinity=113.7}, earth={time=19/08/2023 05:40:00, station=3, temperature=17.0, moisture=27.8, ph=15.6, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 00:59:00, station=1, temperature=26.7, moisture=98.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=1.0, pm10=1.3, co=2, nox=0, so2=0}, water={time=19/08/2023 00:59:00, station=2, ph=8.4, DO=3.8, temperature=28.3, salinity=114.6}, earth={time=19/08/2023 00:59:00, station=3, temperature=17.0, moisture=27.9, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 23:35:00, station=1, temperature=26.6, moisture=97.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=109, pm25=1.1, pm10=10.7, co=2, nox=0, so2=0}, water={time=18/08/2023 23:35:00, station=2, ph=8.4, DO=3.8, temperature=28.5, salinity=114.9}, earth={time=18/08/2023 23:35:00, station=3, temperature=17.0, moisture=27.9, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 20:24:00, station=1, temperature=26.6, moisture=96.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=85, pm25=0.7, pm10=1.3, co=2, nox=0, so2=0}, water={time=18/08/2023 20:24:00, station=2, ph=8.4, DO=3.7, temperature=29.1, salinity=114.7}, earth={time=18/08/2023 20:24:00, station=3, temperature=17.0, moisture=28.2, ph=16.2, salinity=10.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 16:54:00, station=1, temperature=29.3, moisture=91.1, light=364, total_rainfall=3176.4, rainfall=0, wind_direction=89, pm25=1.4, pm10=2.9, co=3, nox=0, so2=0}, water={time=18/08/2023 16:54:00, station=2, ph=8.4, DO=3.6, temperature=27.4, salinity=114.2}, earth={time=18/08/2023 16:54:00, station=3, temperature=17.1, moisture=28.3, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 16:01:00, station=1, temperature=28.1, moisture=90.9, light=368, total_rainfall=3176.4, rainfall=0, wind_direction=118, pm25=1.4, pm10=3.5, co=2, nox=0, so2=0}, water={time=18/08/2023 16:01:00, station=2, ph=8.4, DO=3.6, temperature=30.1, salinity=115.1}, earth={time=18/08/2023 16:01:00, station=3, temperature=17.1, moisture=28.2, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
